geo_id,total_pop,median_age,male_pop,female_pop,white_pop,black_pop,hispanic_pop,asian_pop,graduate_professional_degree,less_than_high_school_graduate,median_income,poverty,unemployed_pop,civilian_labor_force,occupied_housing_units,owner_occupied_housing_units,housing_units_renter_occupied,vacant_housing_units,median_rent,median_year_structure_built,gini_index
44007010900,5179.0,29.6,2696.0,2483.0,1338.0,400.0,3322.0,25.0,31.0,1067.0,,1552.0,86.0,1708.0,1327.0,314.0,1013.0,168.0,665.0,0.0,0.4169
44007011000,5798.0,28.5,3144.0,2654.0,1140.0,226.0,4373.0,0.0,17.0,1728.0,,1272.0,215.0,2813.0,1861.0,490.0,1371.0,163.0,730.0,1954.0,0.3597
44007011200,5416.0,48.9,2408.0,3008.0,3863.0,0.0,1438.0,115.0,49.0,827.0,,618.0,1.0,2993.0,2274.0,1196.0,1078.0,231.0,822.0,1958.0,0.4304
44007011301,4497.0,39.1,2137.0,2360.0,3591.0,181.0,502.0,189.0,419.0,307.0,,279.0,148.0,2468.0,1639.0,1258.0,381.0,78.0,893.0,1964.0,0.379
44007011302,4294.0,44.2,2324.0,1970.0,4030.0,146.0,49.0,22.0,350.0,328.0,,157.0,62.0,2632.0,1566.0,1404.0,162.0,96.0,866.0,1971.0,0.3322
44007011402,3882.0,44.3,2007.0,1875.0,3626.0,7.0,179.0,60.0,435.0,38.0,,66.0,34.0,2248.0,1377.0,1264.0,113.0,125.0,782.0,1978.0,0.3403
44007011403,7598.0,42.1,3371.0,4227.0,5955.0,79.0,792.0,562.0,606.0,454.0,,625.0,22.0,4055.0,2841.0,2201.0,640.0,163.0,811.0,1972.0,0.38
44007011404,4780.0,49.6,2266.0,2514.0,4333.0,134.0,201.0,0.0,704.0,103.0,,57.0,121.0,2543.0,1764.0,1624.0,140.0,11.0,533.0,1973.0,0.4073
44007011405,4513.0,44.1,2272.0,2241.0,3780.0,2.0,336.0,339.0,747.0,318.0,,239.0,90.0,2333.0,1786.0,1268.0,518.0,57.0,1276.0,1984.0,0.5195
44007011500,6453.0,42.5,3074.0,3379.0,5480.0,110.0,209.0,333.0,726.0,407.0,,615.0,203.0,3102.0,2546.0,1199.0,1347.0,274.0,1133.0,1967.0,0.429
44007011600,6646.0,45.9,3289.0,3357.0,5621.0,146.0,288.0,481.0,917.0,282.0,,186.0,29.0,3461.0,2289.0,2005.0,284.0,44.0,1433.0,1982.0,0.4136
44007011701,4585.0,42.2,2280.0,2305.0,3801.0,4.0,313.0,197.0,360.0,311.0,,436.0,119.0,2461.0,1754.0,1045.0,709.0,209.0,741.0,1954.0,0.4281
44007011702,4109.0,42.1,1741.0,2368.0,3517.0,140.0,178.0,59.0,418.0,278.0,,273.0,68.0,2535.0,1497.0,1108.0,389.0,140.0,1050.0,1958.0,0.3359
44007011901,3159.0,38.9,1327.0,1832.0,2218.0,215.0,423.0,20.0,189.0,149.0,,79.0,260.0,1662.0,1158.0,686.0,472.0,107.0,848.0,1973.0,0.4261
44007011902,4410.0,50.8,1886.0,2524.0,3730.0,100.0,405.0,85.0,600.0,175.0,,97.0,89.0,2108.0,2097.0,1563.0,534.0,96.0,1195.0,1982.0,0.4211
44007012000,6464.0,38.1,2958.0,3506.0,5143.0,92.0,869.0,230.0,441.0,270.0,,663.0,432.0,3345.0,2459.0,1699.0,760.0,234.0,893.0,1953.0,0.438
44007012102,3879.0,39.6,1714.0,2165.0,2973.0,198.0,669.0,9.0,257.0,149.0,,187.0,150.0,2214.0,1831.0,1035.0,796.0,204.0,890.0,1961.0,0.3597
44007012103,3121.0,48.3,1343.0,1778.0,1998.0,106.0,399.0,227.0,418.0,218.0,,560.0,35.0,1584.0,1651.0,724.0,927.0,134.0,843.0,1981.0,0.4504
44007012104,4264.0,39.9,2120.0,2144.0,3235.0,673.0,134.0,60.0,277.0,497.0,,754.0,165.0,2265.0,1815.0,724.0,1091.0,144.0,1029.0,1965.0,0.4232
44007012200,7432.0,49.2,3470.0,3962.0,6594.0,0.0,335.0,491.0,394.0,388.0,,321.0,256.0,3975.0,2809.0,2141.0,668.0,253.0,1318.0,1974.0,0.3802
44007012300,6694.0,42.6,3398.0,3296.0,5425.0,372.0,774.0,46.0,274.0,236.0,,780.0,444.0,3904.0,2422.0,1842.0,580.0,457.0,854.0,1966.0,0.3861
44007012401,7352.0,40.7,3752.0,3600.0,6024.0,55.0,945.0,158.0,491.0,516.0,,441.0,244.0,4182.0,2770.0,2159.0,611.0,166.0,798.0,1964.0,0.351
44007012601,4845.0,20.6,2417.0,2428.0,3806.0,177.0,413.0,314.0,239.0,204.0,,48.0,68.0,2267.0,734.0,645.0,89.0,80.0,995.0,1973.0,0.3573
44007012602,7319.0,46.8,3493.0,3826.0,6813.0,32.0,216.0,99.0,736.0,480.0,,423.0,366.0,4104.0,3219.0,2285.0,934.0,98.0,725.0,1966.0,0.4216
44007012701,4653.0,53.8,2049.0,2604.0,4329.0,66.0,182.0,50.0,645.0,373.0,,116.0,42.0,2304.0,1954.0,1578.0,376.0,225.0,2188.0,1981.0,0.3457
44007012702,4918.0,49.5,2384.0,2534.0,4623.0,1.0,162.0,40.0,420.0,260.0,,74.0,101.0,2450.0,1934.0,1703.0,231.0,142.0,425.0,1970.0,0.4442
44007012801,4879.0,46.9,2127.0,2752.0,4278.0,5.0,573.0,0.0,325.0,345.0,,357.0,115.0,2490.0,1982.0,1221.0,761.0,119.0,1136.0,1960.0,0.4922
44007012802,2453.0,42.6,1205.0,1248.0,2306.0,0.0,71.0,41.0,139.0,114.0,,104.0,58.0,1513.0,1069.0,805.0,264.0,80.0,525.0,1956.0,0.3799
44007012803,5146.0,46.6,2660.0,2486.0,4746.0,68.0,56.0,128.0,429.0,245.0,,420.0,80.0,2664.0,1890.0,1626.0,264.0,86.0,-666666666.0,1981.0,0.4056
44007013001,4173.0,48.0,2102.0,2071.0,4023.0,31.0,76.0,8.0,303.0,267.0,,169.0,127.0,2778.0,1310.0,1205.0,105.0,137.0,1106.0,1982.0,0.2972
44007013002,7486.0,41.6,3781.0,3705.0,6709.0,116.0,166.0,239.0,416.0,697.0,,497.0,265.0,4376.0,2709.0,2274.0,435.0,220.0,966.0,1975.0,0.3348
44007013101,5189.0,46.1,2685.0,2504.0,4848.0,0.0,244.0,0.0,584.0,111.0,,257.0,51.0,2747.0,1860.0,1658.0,202.0,198.0,629.0,1977.0,0.3661
44007013102,5013.0,43.9,2483.0,2530.0,4816.0,3.0,107.0,46.0,523.0,162.0,,284.0,193.0,2838.0,1894.0,1620.0,274.0,251.0,862.0,1968.0,0.3531
44007013201,5156.0,50.1,2621.0,2535.0,5000.0,0.0,66.0,38.0,486.0,139.0,,208.0,87.0,3074.0,1965.0,1750.0,215.0,183.0,1121.0,1958.0,0.3773
44007013202,5513.0,46.5,2942.0,2571.0,5128.0,0.0,133.0,58.0,488.0,122.0,,159.0,129.0,3202.0,2133.0,1864.0,269.0,197.0,1336.0,1969.0,0.3843
44007013300,4722.0,40.4,2083.0,2639.0,3989.0,17.0,93.0,22.0,654.0,240.0,,255.0,61.0,2764.0,1504.0,1363.0,141.0,148.0,698.0,1975.0,0.3412
44007013400,3848.0,43.9,1863.0,1985.0,3119.0,90.0,274.0,173.0,1041.0,65.0,,268.0,35.0,2205.0,1740.0,1167.0,573.0,114.0,954.0,0.0,0.4205
44007013500,5021.0,36.7,2168.0,2853.0,3008.0,353.0,933.0,397.0,424.0,122.0,,863.0,62.0,2699.0,2088.0,1084.0,1004.0,224.0,954.0,0.0,0.5198
44007013600,2661.0,33.7,1201.0,1460.0,1433.0,355.0,527.0,130.0,246.0,108.0,,47.0,65.0,1650.0,1086.0,674.0,412.0,148.0,1045.0,1950.0,0.3293
44007013701,4474.0,35.6,2155.0,2319.0,2336.0,200.0,1233.0,418.0,286.0,319.0,,302.0,106.0,2624.0,1710.0,1070.0,640.0,113.0,847.0,0.0,0.3806
44007013702,3113.0,36.8,1588.0,1525.0,1831.0,97.0,950.0,57.0,230.0,163.0,,217.0,134.0,1764.0,1241.0,837.0,404.0,43.0,937.0,1945.0,0.3606
44007013800,4951.0,40.3,2515.0,2436.0,4102.0,113.0,522.0,31.0,485.0,305.0,,181.0,58.0,3145.0,2056.0,1517.0,539.0,242.0,1159.0,1952.0,0.3306
44007013900,2904.0,47.0,1398.0,1506.0,2455.0,12.0,127.0,213.0,474.0,137.0,,99.0,75.0,1623.0,1488.0,904.0,584.0,25.0,1148.0,1959.0,0.4285
44007014100,4821.0,34.8,2200.0,2621.0,1535.0,166.0,2528.0,393.0,240.0,853.0,,722.0,146.0,2208.0,1872.0,901.0,971.0,217.0,657.0,1951.0,0.4942
44007014200,4959.0,37.6,3395.0,1564.0,2868.0,582.0,999.0,143.0,184.0,701.0,,154.0,70.0,1178.0,818.0,747.0,71.0,48.0,1155.0,1973.0,0.4043
44007014400,3451.0,54.1,1588.0,1863.0,3015.0,14.0,207.0,112.0,534.0,131.0,,141.0,53.0,1788.0,1613.0,1316.0,297.0,24.0,1284.0,1967.0,0.4031
44007014600,6664.0,39.6,3361.0,3303.0,5528.0,240.0,39.0,695.0,815.0,341.0,,283.0,183.0,3665.0,2373.0,2077.0,296.0,129.0,1146.0,1985.0,0.3583
44007014700,8378.0,32.0,3836.0,4542.0,4006.0,1188.0,2112.0,975.0,396.0,695.0,,1024.0,199.0,4038.0,2936.0,1391.0,1545.0,173.0,811.0,1953.0,0.4105
44007015000,4778.0,36.5,2523.0,2255.0,2320.0,814.0,1014.0,134.0,309.0,638.0,,221.0,76.0,2793.0,1680.0,1180.0,500.0,159.0,828.0,1943.0,0.2988
44007015100,5137.0,29.6,2642.0,2495.0,1145.0,932.0,1949.0,62.0,7.0,824.0,,1210.0,256.0,2473.0,1562.0,418.0,1144.0,186.0,749.0,1944.0,0.4624
44007015300,2255.0,32.0,1048.0,1207.0,865.0,232.0,997.0,0.0,48.0,225.0,,391.0,132.0,1116.0,782.0,213.0,569.0,174.0,768.0,1947.0,0.3794
44007015400,2372.0,32.6,1246.0,1126.0,820.0,289.0,927.0,43.0,46.0,283.0,,459.0,131.0,1351.0,808.0,250.0,558.0,128.0,812.0,0.0,0.3716
44007015500,4146.0,35.7,2038.0,2108.0,1874.0,514.0,1000.0,110.0,55.0,503.0,,301.0,112.0,2843.0,1686.0,879.0,807.0,80.0,747.0,1951.0,0.4138
44007015600,2145.0,37.0,1089.0,1056.0,1080.0,344.0,441.0,21.0,124.0,195.0,,116.0,97.0,1361.0,794.0,475.0,319.0,128.0,803.0,1947.0,0.385
44007015700,3190.0,47.3,1641.0,1549.0,2770.0,104.0,232.0,63.0,122.0,363.0,,264.0,78.0,1734.0,1259.0,910.0,349.0,97.0,899.0,1955.0,0.4199
44007015800,3221.0,42.2,1843.0,1378.0,2905.0,54.0,165.0,4.0,151.0,342.0,,156.0,150.0,2051.0,1323.0,951.0,372.0,253.0,872.0,1952.0,0.319
44007016000,3238.0,34.3,1656.0,1582.0,1419.0,612.0,1068.0,15.0,200.0,469.0,,698.0,136.0,1811.0,1370.0,337.0,1033.0,204.0,773.0,0.0,0.4393
44007016100,4649.0,32.1,2282.0,2367.0,1235.0,1530.0,1045.0,40.0,186.0,624.0,,990.0,165.0,2780.0,1840.0,443.0,1397.0,252.0,795.0,0.0,0.3679
44007016300,2928.0,43.2,1400.0,1528.0,1186.0,1051.0,624.0,18.0,144.0,252.0,,53.0,79.0,1930.0,1021.0,874.0,147.0,41.0,843.0,1951.0,0.3393
44007016400,4507.0,30.6,2100.0,2407.0,969.0,1508.0,1182.0,76.0,202.0,734.0,,1157.0,372.0,2522.0,1532.0,410.0,1122.0,329.0,774.0,0.0,0.4663
44007016500,3794.0,40.8,1924.0,1870.0,2899.0,185.0,318.0,187.0,984.0,216.0,,320.0,116.0,2192.0,1681.0,1056.0,625.0,126.0,781.0,0.0,0.4975
44007016700,3842.0,30.9,1868.0,1974.0,1136.0,618.0,1560.0,84.0,122.0,416.0,,513.0,181.0,2393.0,1365.0,371.0,994.0,114.0,861.0,0.0,0.4154
44007016800,3096.0,43.9,1402.0,1694.0,2196.0,151.0,569.0,33.0,152.0,258.0,,277.0,9.0,1833.0,1206.0,834.0,372.0,45.0,881.0,1949.0,0.3388
44007016900,1661.0,46.6,813.0,848.0,1365.0,44.0,180.0,0.0,214.0,47.0,,11.0,26.0,1005.0,732.0,632.0,100.0,84.0,894.0,1953.0,0.3986
44007017000,4171.0,42.2,2218.0,1953.0,2390.0,178.0,1011.0,276.0,150.0,480.0,,365.0,96.0,2304.0,1613.0,1163.0,450.0,128.0,997.0,1961.0,0.4366
44007017100,4645.0,35.6,2348.0,2297.0,2140.0,786.0,1260.0,112.0,114.0,421.0,,643.0,223.0,2690.0,1757.0,808.0,949.0,137.0,773.0,1951.0,0.3836
44007017300,3222.0,33.5,1702.0,1520.0,1841.0,414.0,787.0,83.0,251.0,293.0,,407.0,98.0,1712.0,1218.0,487.0,731.0,243.0,969.0,0.0,0.3442
44007017400,4606.0,29.1,2079.0,2527.0,1535.0,363.0,1707.0,443.0,29.0,317.0,,1595.0,173.0,2034.0,1470.0,535.0,935.0,211.0,726.0,1949.0,0.4172
44007017500,2683.0,41.4,1257.0,1426.0,2099.0,52.0,190.0,229.0,89.0,254.0,,320.0,144.0,1609.0,1133.0,585.0,548.0,177.0,724.0,1942.0,0.4087
44007017600,3009.0,31.3,1355.0,1654.0,1204.0,334.0,880.0,88.0,29.0,320.0,,683.0,191.0,1421.0,987.0,257.0,730.0,103.0,853.0,0.0,0.3835
44007017700,3612.0,45.6,1964.0,1648.0,2924.0,96.0,384.0,147.0,159.0,465.0,,125.0,141.0,2175.0,1409.0,1006.0,403.0,123.0,738.0,1955.0,0.3674
44007017900,2892.0,43.1,1372.0,1520.0,1872.0,378.0,448.0,61.0,86.0,473.0,,846.0,267.0,1595.0,1405.0,222.0,1183.0,267.0,778.0,0.0,0.4848
44007018100,2484.0,29.4,1274.0,1210.0,1441.0,369.0,543.0,26.0,27.0,303.0,,657.0,90.0,1233.0,978.0,152.0,826.0,257.0,784.0,1955.0,0.4
44007018200,3363.0,31.5,1809.0,1554.0,1766.0,276.0,586.0,578.0,341.0,344.0,,224.0,108.0,1856.0,1284.0,498.0,786.0,152.0,949.0,1955.0,0.3575
44007018400,6273.0,37.3,3207.0,3066.0,4803.0,104.0,656.0,236.0,361.0,783.0,,1752.0,111.0,3384.0,2338.0,1160.0,1178.0,170.0,766.0,1969.0,0.5105
44007018500,2783.0,48.9,1253.0,1530.0,2074.0,130.0,227.0,305.0,87.0,458.0,,321.0,68.0,1360.0,1054.0,668.0,386.0,88.0,860.0,1954.0,0.4204
44009050102,2061.0,42.7,1039.0,1022.0,1988.0,0.0,56.0,15.0,461.0,39.0,,100.0,28.0,1140.0,852.0,744.0,108.0,122.0,1191.0,1980.0,0.3734
44009050301,5012.0,47.7,2490.0,2522.0,4713.0,40.0,50.0,94.0,698.0,132.0,,138.0,94.0,2983.0,1818.0,1596.0,222.0,199.0,1041.0,1970.0,0.3676
44009050302,2522.0,50.7,1214.0,1308.0,2238.0,79.0,109.0,77.0,518.0,60.0,,301.0,64.0,1357.0,1155.0,822.0,333.0,152.0,879.0,1958.0,0.4848
44009050401,5162.0,37.2,2368.0,2794.0,4620.0,34.0,69.0,125.0,870.0,148.0,,72.0,56.0,2870.0,1685.0,1538.0,147.0,98.0,1378.0,1988.0,0.3458
44009050500,6711.0,40.9,3597.0,3114.0,6237.0,16.0,105.0,124.0,1007.0,482.0,,261.0,364.0,3800.0,2293.0,1905.0,388.0,157.0,1628.0,1980.0,0.3821
44009050600,7723.0,45.6,3933.0,3790.0,7237.0,41.0,198.0,58.0,1006.0,175.0,,98.0,98.0,4891.0,2917.0,2754.0,163.0,208.0,891.0,1981.0,0.3304
44009050701,4108.0,42.3,1962.0,2146.0,3861.0,42.0,23.0,79.0,248.0,286.0,,342.0,142.0,2347.0,1659.0,1235.0,424.0,243.0,814.0,1976.0,0.4107
44009050702,4002.0,51.1,1937.0,2065.0,3938.0,0.0,35.0,29.0,285.0,125.0,,127.0,117.0,2514.0,1544.0,1385.0,159.0,238.0,699.0,1963.0,0.3823
44009050801,5798.0,44.8,2724.0,3074.0,4704.0,335.0,201.0,243.0,425.0,278.0,,711.0,372.0,3818.0,2813.0,1363.0,1450.0,495.0,884.0,0.0,0.4394
44009050802,3637.0,52.2,1743.0,1894.0,3308.0,0.0,158.0,118.0,461.0,209.0,,241.0,54.0,2071.0,1758.0,1238.0,520.0,195.0,1040.0,1964.0,0.4538
44009050901,6454.0,48.5,3258.0,3196.0,6122.0,23.0,179.0,63.0,746.0,448.0,,303.0,152.0,3553.0,2898.0,2195.0,703.0,238.0,924.0,1982.0,0.3526
44009050902,4806.0,51.1,2505.0,2301.0,4661.0,26.0,71.0,32.0,656.0,211.0,,316.0,135.0,2892.0,2002.0,1579.0,423.0,377.0,887.0,1979.0,0.3874
44009051000,1806.0,59.0,916.0,890.0,1779.0,14.0,13.0,0.0,303.0,64.0,,121.0,40.0,825.0,904.0,721.0,183.0,1629.0,1355.0,1969.0,0.5525
44009051101,4666.0,49.2,2318.0,2348.0,4441.0,2.0,41.0,89.0,579.0,237.0,,243.0,194.0,2841.0,1952.0,1736.0,216.0,1061.0,1069.0,1980.0,0.3767
44009051102,3166.0,50.8,1557.0,1609.0,3013.0,0.0,45.0,0.0,318.0,73.0,,342.0,80.0,1543.0,1486.0,1106.0,380.0,644.0,1009.0,1981.0,0.483
44009051201,4790.0,37.2,2438.0,2352.0,3934.0,198.0,231.0,238.0,792.0,130.0,,424.0,160.0,2849.0,1848.0,1399.0,449.0,58.0,716.0,1984.0,0.3839
44009051202,5138.0,41.9,2489.0,2649.0,4488.0,1.0,201.0,0.0,726.0,372.0,,301.0,335.0,2809.0,2335.0,1204.0,1131.0,53.0,956.0,1956.0,0.4562
44009051302,3932.0,59.6,1889.0,2043.0,3780.0,0.0,114.0,0.0,807.0,187.0,,107.0,200.0,1950.0,1740.0,1555.0,185.0,2076.0,952.0,1972.0,0.444
44009051305,4199.0,50.5,2209.0,1990.0,3939.0,57.0,11.0,108.0,628.0,134.0,,266.0,102.0,2009.0,1766.0,1313.0,453.0,138.0,1207.0,1983.0,0.4205
44009051306,5605.0,43.0,2502.0,3103.0,5164.0,18.0,280.0,115.0,1233.0,123.0,,181.0,165.0,3161.0,2028.0,1536.0,492.0,118.0,1443.0,1980.0,0.3453
44009051400,5193.0,19.4,2200.0,2993.0,3796.0,231.0,750.0,282.0,76.0,30.0,,69.0,343.0,2192.0,138.0,90.0,48.0,76.0,1042.0,1952.0,0.4002
44009051502,7188.0,37.8,3155.0,4033.0,6811.0,40.0,51.0,223.0,1381.0,94.0,,875.0,184.0,3624.0,2735.0,2007.0,728.0,904.0,1246.0,1976.0,0.451
44003020300,5516.0,36.1,2864.0,2652.0,4859.0,368.0,157.0,8.0,170.0,555.0,,1077.0,29.0,2926.0,2728.0,830.0,1898.0,289.0,860.0,1943.0,0.423
44003021001,2416.0,41.2,1242.0,1174.0,2053.0,106.0,182.0,20.0,272.0,202.0,,101.0,116.0,1365.0,961.0,818.0,143.0,35.0,957.0,1953.0,0.3502
44003021100,4908.0,35.0,2405.0,2503.0,4712.0,82.0,68.0,0.0,230.0,87.0,,629.0,150.0,2829.0,2219.0,1377.0,842.0,117.0,1060.0,1957.0,0.405
44003021501,3244.0,42.7,1636.0,1608.0,2971.0,76.0,29.0,63.0,271.0,161.0,,268.0,163.0,1977.0,1331.0,893.0,438.0,33.0,801.0,1943.0,0.4149
44003022202,4242.0,55.4,1591.0,2651.0,3471.0,65.0,271.0,358.0,544.0,359.0,,357.0,44.0,2032.0,2460.0,702.0,1758.0,54.0,1137.0,1983.0,0.4192
44003022300,4473.0,45.0,2019.0,2454.0,3553.0,60.0,143.0,554.0,433.0,433.0,,742.0,44.0,1821.0,2109.0,758.0,1351.0,192.0,970.0,1975.0,0.4848
44005040104,5362.0,49.3,2784.0,2578.0,4793.0,216.0,143.0,30.0,960.0,159.0,,263.0,0.0,2628.0,2326.0,1795.0,531.0,134.0,1361.0,1977.0,0.4483
44005040105,1532.0,49.6,745.0,787.0,1496.0,4.0,0.0,4.0,280.0,83.0,,105.0,40.0,776.0,741.0,569.0,172.0,612.0,-666666666.0,1973.0,0.5893
44005040200,1356.0,27.3,614.0,742.0,568.0,179.0,166.0,92.0,115.0,53.0,,104.0,24.0,631.0,451.0,0.0,451.0,20.0,1821.0,1971.0,0.3265
44005040303,3172.0,35.7,1570.0,1602.0,1976.0,437.0,552.0,80.0,349.0,94.0,,130.0,110.0,1676.0,1354.0,532.0,822.0,75.0,1273.0,1976.0,0.3697
44005040304,3089.0,47.0,1712.0,1377.0,2549.0,54.0,61.0,123.0,646.0,172.0,,111.0,45.0,1670.0,1288.0,753.0,535.0,137.0,1325.0,1971.0,0.4673
44005040400,5333.0,53.9,2493.0,2840.0,4945.0,146.0,95.0,26.0,1306.0,164.0,,301.0,89.0,2867.0,2398.0,1503.0,895.0,759.0,1347.0,1968.0,0.4407
44005040600,4062.0,44.8,1904.0,2158.0,3169.0,345.0,257.0,66.0,634.0,89.0,,566.0,181.0,2713.0,2023.0,921.0,1102.0,361.0,1124.0,0.0,0.4173
44005041000,1802.0,35.5,1097.0,705.0,1495.0,76.0,152.0,0.0,210.0,194.0,,316.0,55.0,1135.0,1014.0,321.0,693.0,476.0,1336.0,0.0,0.4921
44005041100,1231.0,54.5,480.0,751.0,1094.0,31.0,57.0,0.0,266.0,0.0,,169.0,28.0,600.0,693.0,324.0,369.0,422.0,1279.0,0.0,0.593
44005041200,2691.0,24.8,1879.0,812.0,1658.0,282.0,448.0,118.0,323.0,44.0,,176.0,94.0,492.0,236.0,0.0,236.0,42.0,1443.0,1969.0,0.3956
44007000200,5850.0,37.7,2638.0,3212.0,585.0,711.0,4021.0,467.0,231.0,922.0,,1335.0,232.0,2690.0,2178.0,876.0,1302.0,373.0,712.0,0.0,0.4136
44007000301,3086.0,26.7,1291.0,1795.0,631.0,819.0,1424.0,212.0,261.0,176.0,,1649.0,83.0,1280.0,957.0,145.0,812.0,38.0,816.0,0.0,0.5053
44007000302,5051.0,28.6,2862.0,2189.0,581.0,174.0,3693.0,265.0,227.0,923.0,,1244.0,189.0,2300.0,1629.0,459.0,1170.0,209.0,775.0,0.0,0.3995
44007000400,4448.0,28.3,2181.0,2267.0,157.0,527.0,3641.0,75.0,20.0,622.0,,1321.0,278.0,2185.0,1374.0,339.0,1035.0,241.0,755.0,0.0,0.5707
44007000500,3358.0,28.5,1474.0,1884.0,37.0,703.0,2592.0,22.0,77.0,663.0,,1152.0,191.0,1449.0,1067.0,325.0,742.0,111.0,610.0,1961.0,0.5155
44007000600,1891.0,32.1,970.0,921.0,306.0,326.0,1226.0,23.0,57.0,455.0,,582.0,30.0,856.0,663.0,344.0,319.0,37.0,646.0,0.0,0.5104
44007000700,2352.0,39.6,1078.0,1274.0,165.0,899.0,1202.0,33.0,70.0,629.0,,883.0,54.0,860.0,1082.0,131.0,951.0,110.0,645.0,0.0,0.5552
44007000800,4697.0,25.7,2122.0,2575.0,2330.0,409.0,930.0,741.0,987.0,342.0,,1060.0,221.0,2622.0,2111.0,219.0,1892.0,243.0,1459.0,1969.0,0.6247
44007000900,3136.0,47.3,1286.0,1850.0,2094.0,252.0,698.0,84.0,332.0,456.0,,525.0,71.0,1377.0,954.0,103.0,851.0,285.0,950.0,0.0,0.5932
44007001000,2216.0,38.0,1144.0,1072.0,910.0,192.0,1019.0,83.0,96.0,193.0,,648.0,177.0,1182.0,1086.0,184.0,902.0,269.0,807.0,0.0,0.4882
